Continent,Conformity,Colname,Label
Asia,Nonconformity,"Mercury II|water|ground-, long-term",130
Asia,Nonconformity,Mercury II|water|ocean,131
Asia,Nonconformity,Mercury II|water|surface water,132
Asia,Nonconformity,Mercury II|water|unspecified,133
Asia,Close conformity,"Nickel II|air|low population density, long-term",135
Asia,Nonconformity,Nickel II|air|lower stratosphere + upper troposphere,136
Asia,Nonconformity,Nickel II|air|non-urban air or from high stacks,137
Asia,Nonconformity,Nickel II|air|unspecified,138
Asia,Nonconformity,Nickel II|air|urban air close to ground,139
Asia,Nonconformity,Nickel II|soil|agricultural,140
Asia,Nonconformity,Nickel II|soil|forestry,141
Asia,Nonconformity,Nickel II|soil|industrial,142
Asia,Nonconformity,Nickel II|soil|unspecified,143
Asia,Nonconformity,Nickel II|water|ground-,144
